dev_id,task_id,r1,r2
73,2432,3 ,1 
73,2497,3 ,1 
73,2523,3 ,1 
73,2528,3 ,1 
73,2761,3 ,1 
73,2763,3 ,1 
73,2839,3 ,1 
73,2932,3 ,1 
73,2960,3 ,1 
73,3736,3 ,1 
73,3808,3 ,1 
73,4448,3 ,1 
73,4450,3 ,1 
73,4455,3 ,1 
73,4461,3 ,1 
73,4876,3 ,1 
77,422,3 ,1 
77,1285,3 ,1 
77,2528,3 ,1 
77,2932,3 ,1 
77,3808,3 ,1 
77,4056,3 ,1 
79,2478,3 ,1 
79,2537,3 ,1 
79,2743,3 ,1 
79,2747,3 ,1 
79,2789,3 ,1 
79,2866,3 ,1 
79,3044,3 ,1 
79,3157,3 ,1 
79,3185,3 ,1 
79,3207,3 ,1 
79,3598,3 ,1 
83,2421,3 ,1 
85,486,3 ,1 
85,571,3 ,1 
85,912,3 ,1 
88,1799,3 ,1 
88,2075,3 ,1 
88,2581,3 ,1 
94,54,3 ,1 
94,60,3 ,1 
94,194,3 ,1 
94,271,3 ,1 
94,563,3 ,1 
94,705,3 ,1 
94,765,3 ,1 
94,884,3 ,1 
94,924,3 ,1 
94,965,3 ,1 
94,985,3 ,1 
94,1038,3 ,1 
94,1053,3 ,1 
94,1233,3 ,1 
94,1346,3 ,1 
94,1370,3 ,1 
94,1453,3 ,1 
94,1525,3 ,1 
94,1785,3 ,1 
94,2001,3 ,1 
94,2054,3 ,1 
94,2089,3 ,1 
94,2166,3 ,1 
94,2172,3 ,1 
94,2191,3 ,1 
94,2246,3 ,1 
94,2248,3 ,1 
94,2329,3 ,1 
94,2365,3 ,1 
94,2439,3 ,1 
94,2492,3 ,1 
94,2551,3 ,1 
94,2674,3 ,1 
94,3367,3 ,1 
94,3639,3 ,1 
94,4454,3 ,1 
94,10662,3 ,1 
98,185,3 ,1 
98,255,3 ,1 
98,455,3 ,1 
98,529,3 ,1 
98,678,3 ,1 
98,765,3 ,1 
98,767,3 ,1 
98,879,3 ,1 
98,888,3 ,1 
98,1054,3 ,1 
98,1279,3 ,1 
98,1446,3 ,1 
98,1746,3 ,1 
98,1903,3 ,1 
98,1996,3 ,1 
98,2257,3 ,1 
98,2395,3 ,1 
98,2471,3 ,1 
98,2486,3 ,1 
98,2490,3 ,1 
98,2537,3 ,1 
98,2608,3 ,1 
98,2616,4 ,1 
98,2717,4 ,1 
98,2866,4 ,1 
98,2974,4 ,1 
98,3108,4 ,1 
98,3219,4 ,1 
98,3479,4 ,1 
98,3516,4 ,1 
98,4509,4 ,1 
98,4809,4 ,1 
98,10573,4 ,1 
98,11370,4 ,1 
99,678,4 ,1 
99,1152,4 ,1 
99,2104,4 ,1 
99,2200,4 ,1 
99,2272,4 ,1 
99,2471,4 ,1 
99,2608,4 ,1 
99,2616,4 ,1 
99,2717,4 ,1 
99,2769,4 ,1 
99,2792,4 ,1 
99,2836,4 ,1 
99,2841,4 ,1 
99,3042,4 ,1 
99,3108,4 ,1 
99,3219,4 ,1 
100,434,4 ,1 
100,1057,4 ,1 
100,1277,4 ,1 
100,1413,4 ,1 
100,2436,4 ,1 
100,2463,4 ,1 
101,787,4 ,1 
101,1420,4 ,1 
101,1439,4 ,1 
101,1857,4 ,1 
101,1940,4 ,1 
101,2523,4 ,1 
101,2839,4 ,1 
101,9553,4 ,1 
106,87,4 ,1 
106,164,4 ,1 
106,188,4 ,1 
106,348,4 ,1 
106,390,4 ,1 
106,417,4 ,1 
106,434,4 ,1 
106,461,4 ,1 
106,591,4 ,1 
106,706,4 ,1 
106,962,1 ,3 
106,1088,4 ,3 
106,1299,1 ,1 
106,1365,1 ,1 
106,1366,1 ,1 
106,2131,1 ,1 
106,2266,1 ,1 
106,2608,3 ,1 
107,17,4 ,1 
107,22,4 ,1 
107,32,2 ,1 
107,33,3 ,1 
107,36,3 ,1 
107,66,3 ,1 
107,78,3 ,1 
107,105,3 ,1 
107,147,3 ,1 
107,149,3 ,1 
107,167,3 ,1 
107,224,3 ,1 
107,239,3 ,1 
107,251,3 ,1 
107,356,3 ,1 
107,370,3 ,1 
107,382,3 ,1 
107,390,3 ,1 
107,393,3 ,1 
107,399,3 ,1 
107,490,4 ,1 
107,539,1 ,3 
107,651,1 ,3 
107,697,1 ,3 
107,707,1 ,3 
107,790,1 ,3 
107,813,1 ,3 
107,825,1 ,3 
107,844,1 ,3 
107,855,1 ,3 
107,906,1 ,3 
107,954,1 ,3 
107,972,1 ,3 
107,1013,1 ,3 
107,1017,1 ,3 
107,1035,1 ,3 
107,1105,1 ,3 
107,1143,1 ,3 
107,1145,1 ,3 
107,1160,1 ,3 
107,1187,1 ,3 
107,1218,1 ,3 
107,1321,1 ,3 
107,1340,1 ,3 
107,1352,1 ,3 
107,1383,2 ,3 
107,1387,3 ,3 
107,1407,3 ,3 
107,1437,3 ,3 
107,1463,3 ,3 
107,1470,3 ,3 
107,1480,3 ,3 
107,1596,4 ,3 
107,1630,1 ,1 
107,1660,1 ,1 
107,1767,1 ,1 
107,1849,1 ,1 
107,1893,1 ,1 
107,1929,1 ,1 
107,1932,1 ,1 
107,1990,1 ,1 
107,2140,1 ,1 
107,2176,1 ,1 
107,2341,1 ,1 
107,2398,1 ,1 
107,2476,1 ,1 
107,2567,1 ,1 
107,2649,1 ,1 
107,2873,1 ,1 
107,3043,3 ,1 
107,3367,3 ,1 
107,3398,3 ,1 
107,3720,3 ,1 
107,4123,3 ,1 
107,4261,3 ,1 
107,5014,3 ,1 
107,6755,3 ,1 
107,10751,3 ,1 
108,11,3 ,1 
108,34,3 ,1 
108,46,4 ,1 
108,51,4 ,1 
108,68,4 ,1 
108,85,4 ,1 
108,86,4 ,1 
108,92,4 ,1 
108,107,4 ,1 
108,110,4 ,1 
108,120,4 ,1 
108,121,4 ,1 
108,124,4 ,1 
108,126,4 ,1 
108,129,4 ,1 
108,158,4 ,1 
108,166,4 ,1 
108,170,4 ,1 
108,189,4 ,1 
108,201,4 ,1 
108,226,4 ,1 
108,228,1 ,1 
108,231,1 ,1 
108,241,1 ,1 
108,254,1 ,1 
108,265,1 ,1 
108,286,1 ,1 
108,289,1 ,1 
108,314,1 ,1 
108,321,1 ,1 
108,382,3 ,1 
108,385,3 ,1 
108,408,3 ,1 
108,412,3 ,1 
108,479,1 ,1 
108,480,1 ,1 
108,504,1 ,1 
108,522,1 ,1 
108,534,1 ,1 
108,535,3 ,1 
108,568,3 ,1 
108,576,4 ,1 
108,621,4 ,1 
108,643,1 ,1 
108,666,1 ,1 
108,667,1 ,1 
108,680,1 ,1 
108,701,1 ,1 
108,714,1 ,1 
108,720,1 ,1 
108,746,1 ,1 
108,784,1 ,1 
108,808,1 ,1 
108,810,1 ,1 
108,896,1 ,1 
108,910,1 ,1 
108,912,1 ,1 
108,916,1 ,1 
108,977,1 ,1 
108,997,2 ,1 
108,1036,2 ,1 
108,1052,2 ,1 
108,1054,2 ,1 
108,1100,2 ,1 
108,1188,2 ,1 
108,1198,2 ,1 
108,1199,2 ,1 
108,1222,2 ,1 
108,1238,2 ,1 
108,1266,2 ,1 
108,1321,2 ,1 
108,1322,2 ,1 
108,1398,2 ,1 
108,1407,2 ,1 
108,1411,3 ,1 
108,1421,3 ,1 
108,1529,3 ,1 
108,1532,3 ,1 
108,1567,3 ,1 
108,1576,3 ,1 
108,1616,3 ,1 
108,1642,3 ,1 
108,1657,3 ,1 
108,1678,3 ,1 
108,1732,3 ,1 
108,1785,3 ,1 
108,1828,3 ,1 
108,1876,3 ,1 
108,1883,3 ,1 
108,1892,3 ,1 
108,1964,3 ,1 
108,1978,3 ,1 
108,1985,3 ,1 
108,2002,3 ,1 
108,2006,3 ,1 
108,2047,3 ,1 
108,2084,3 ,1 
108,2117,3 ,1 
108,2140,3 ,1 
108,2143,3 ,1 
108,2259,3 ,1 
108,2331,3 ,1 
108,2332,3 ,1 
108,2338,3 ,1 
108,2385,3 ,1 
108,2441,3 ,1 
108,2464,3 ,1 
108,2494,3 ,1 
108,2579,3 ,1 
108,2594,3 ,1 
108,2611,3 ,1 
108,2613,4 ,1 
108,2763,4 ,1 
108,2797,4 ,1 
108,3736,4 ,1 
108,4284,4 ,1 
108,4314,4 ,1 
108,5197,4 ,1 
108,5600,4 ,1 
108,9310,4 ,1 
108,9614,4 ,1 
109,1627,4 ,1 
110,82,4 ,1 
110,108,4 ,1 
110,294,4 ,1 
110,1073,4 ,1 
110,4461,4 ,1 
110,4466,4 ,1 
112,3185,4 ,1 
116,2943,4 ,1 
117,168,4 ,1 
117,184,4 ,1 
117,201,4 ,1 
117,370,4 ,1 
117,382,4 ,1 
117,1407,4 ,1 
117,1470,4 ,1 
117,1480,4 ,1 
117,1567,4 ,1 
117,1724,4 ,1 
117,1839,4 ,1 
117,1991,4 ,1 
117,1995,4 ,1 
117,2227,4 ,1 
117,2593,4 ,1 
117,2652,4 ,1 
117,2876,4 ,1 
117,3367,4 ,1 
119,4452,4 ,1 
123,17,4 ,1 
123,22,4 ,1 
123,32,4 ,1 
123,33,4 ,1 
123,36,4 ,1 
123,66,4 ,1 
123,78,4 ,1 
123,90,4 ,1 
123,105,4 ,1 
123,142,4 ,1 
123,147,4 ,1 
123,149,4 ,1 
123,167,4 ,1 
123,225,4 ,1 
123,239,4 ,1 
123,251,4 ,1 
123,270,4 ,1 
123,382,4 ,1 
123,393,4 ,1 
123,399,4 ,1 
123,424,4 ,1 
123,483,4 ,1 
123,490,4 ,1 
123,578,4 ,1 
123,684,4 ,1 
123,707,4 ,1 
123,790,4 ,1 
123,795,4 ,1 
123,825,4 ,1 
123,855,4 ,1 
123,906,4 ,1 
123,954,4 ,1 
123,1035,4 ,1 
123,1047,4 ,1 
123,1105,4 ,1 
123,1143,4 ,1 
123,1145,1 ,3 
123,1187,3 ,3 
123,1437,3 ,1 
123,1440,3 ,1 
123,1463,1 ,1 
123,1596,1 ,1 
123,1630,1 ,1 
123,1660,1 ,1 
123,1849,1 ,1 
123,1893,3 ,1 
123,1932,3 ,1 
123,2140,3 ,1 
123,2176,3 ,1 
123,2398,3 ,1 
123,2476,4 ,1 
123,2602,1 ,1 
123,2649,1 ,1 
123,2873,3 ,1 
123,3043,3 ,1 
123,3493,4 ,1 
123,3720,4 ,1 
123,4123,1 ,1 
123,4467,1 ,1 
123,6755,3 ,1 
123,10751,1 ,1 
124,4448,1 ,1 
124,4454,3 ,1 
124,4455,3 ,1 
124,4461,4 ,1 
124,4462,1 ,1 
124,4466,1 ,1 
127,364,1 ,1 
135,550,1 ,1 
135,1505,1 ,1 
135,1523,1 ,1 
135,1583,1 ,1 
135,1864,1 ,1 
135,2732,1 ,1 
135,3089,1 ,1 
135,3346,1 ,1 
136,64,1 ,1 
136,127,1 ,1 
136,133,1 ,1 
136,140,1 ,1 
136,142,1 ,1 
136,148,1 ,1 
136,166,1 ,1 
136,169,1 ,1 
136,483,1 ,1 
136,679,1 ,1 
136,728,1 ,1 
136,781,1 ,1 
136,851,1 ,1 
136,974,1 ,1 
136,984,1 ,1 
136,1123,1 ,1 
136,1165,1 ,1 
136,1208,1 ,1 
136,1326,1 ,1 
136,1369,1 ,1 
136,1416,1 ,1 
136,1470,1 ,1 
136,1488,1 ,1 
136,1732,1 ,1 
136,1836,1 ,1 
136,1855,1 ,1 
136,2006,1 ,1 
136,2652,1 ,1 
136,3774,1 ,1 
136,6755,1 ,1 
138,5,1 ,1 
138,787,1 ,1 
138,1153,1 ,1 
138,1329,1 ,1 
138,1734,1 ,1 
138,1746,1 ,1 
138,1857,1 ,1 
138,1940,1 ,1 
138,2169,1 ,1 
138,2492,1 ,1 
138,2523,1 ,1 
138,2839,1 ,1 
138,6443,1 ,1 
138,11370,1 ,1 
139,435,1 ,1 
139,466,1 ,1 
140,42,1 ,1 
140,329,1 ,1 
140,704,1 ,1 
140,766,1 ,1 
140,931,1 ,1 
140,1593,1 ,1 
141,84,1 ,1 
141,134,1 ,1 
141,188,1 ,1 
141,249,1 ,1 
141,409,1 ,1 
141,458,1 ,1 
141,486,1 ,1 
141,571,1 ,1 
141,586,1 ,1 
141,611,1 ,1 
141,732,1 ,1 
141,765,1 ,1 
141,872,1 ,1 
141,879,1 ,1 
141,888,1 ,1 
141,1012,1 ,1 
141,1276,1 ,1 
141,1279,1 ,1 
141,1586,1 ,1 
141,1663,1 ,1 
141,1848,1 ,1 
141,2131,1 ,1 
141,2163,1 ,1 
141,2191,1 ,1 
141,2246,1 ,1 
141,2257,1 ,1 
141,2635,1 ,1 
141,2647,1 ,1 
141,2717,1 ,1 
141,2848,1 ,1 
142,141,1 ,1 
142,353,1 ,1 
142,485,1 ,1 
142,757,1 ,1 
142,840,1 ,1 
142,851,1 ,1 
142,1243,1 ,1 
142,1264,1 ,1 
142,1299,1 ,1 
142,1637,1 ,1 
142,1808,1 ,1 
142,1811,1 ,1 
142,1837,1 ,1 
142,1870,1 ,1 
142,1886,1 ,1 
142,1895,1 ,1 
142,1916,1 ,1 
142,1924,1 ,1 
142,1940,1 ,1 
142,1955,1 ,1 
142,1990,1 ,1 
142,2041,1 ,1 
142,2051,1 ,1 
142,2053,1 ,1 
142,2059,1 ,1 
142,2081,1 ,1 
142,2137,1 ,1 
142,2164,1 ,1 
142,2360,1 ,1 
142,2395,1 ,1 
142,2405,1 ,1 
142,2460,1 ,1 
142,2518,1 ,1 
142,2626,1 ,1 
142,2714,1 ,1 
142,2772,1 ,1 
142,2808,1 ,1 
142,2990,1 ,1 
142,3173,1 ,1 
148,236,1 ,1 
153,1160,1 ,1 
153,1208,1 ,1 
153,2398,1 ,1 
155,1210,1 ,1 
157,248,1 ,1 
157,1439,1 ,1 
158,82,1 ,1 
158,169,1 ,1 
158,263,1 ,1 
158,280,1 ,1 
158,291,1 ,1 
158,294,1 ,1 
158,396,1 ,1 
158,465,1 ,1 
158,467,1 ,1 
158,480,1 ,1 
158,492,1 ,1 
158,528,1 ,1 
158,550,1 ,1 
158,563,1 ,1 
158,575,1 ,1 
158,766,1 ,1 
158,767,1 ,1 
158,854,1 ,1 
158,916,1 ,1 
158,924,1 ,1 
158,1057,1 ,1 
158,1198,1 ,1 
158,1225,1 ,1 
158,1274,1 ,1 
158,1304,1 ,1 
158,1350,1 ,1 
158,1370,1 ,1 
158,1411,1 ,1 
158,1446,1 ,1 
158,1486,1 ,1 
158,1523,1 ,1 
158,1551,1 ,1 
158,1609,1 ,1 
158,1622,1 ,1 
158,1678,1 ,1 
158,1854,1 ,1 
158,1861,1 ,1 
158,1869,1 ,1 
158,1903,1 ,1 
158,1962,1 ,1 
158,1978,1 ,1 
158,2007,1 ,1 
158,2019,1 ,1 
158,2047,1 ,1 
158,2125,1 ,1 
158,2165,1 ,1 
158,2197,1 ,1 
158,2214,1 ,1 
158,2236,1 ,1 
158,2259,1 ,1 
158,2357,1 ,1 
158,2391,1 ,1 
158,2400,1 ,1 
158,2490,1 ,1 
158,2526,1 ,1 
158,2607,1 ,1 
158,2852,1 ,1 
158,3357,1 ,1 
158,3468,1 ,1 
158,3803,1 ,1 
158,3873,1 ,1 
158,4314,1 ,1 
158,4457,1 ,1 
158,4462,1 ,1 
158,4468,1 ,1 
158,4502,1 ,1 
158,5197,1 ,1 
158,5202,1 ,1 
158,9597,1 ,1 
158,9614,1 ,1 
158,10208,1 ,1 
165,533,1 ,1 
165,1795,1 ,1 
165,2272,1 ,1 
166,4464,1 ,1 
168,125,1 ,1 
168,344,1 ,1 
168,958,1 ,1 
168,2079,1 ,1 
169,52,1 ,1 
169,134,1 ,1 
169,288,1 ,1 
169,313,1 ,1 
169,482,1 ,1 
169,550,1 ,1 
169,578,1 ,1 
169,705,1 ,1 
169,1352,1 ,1 
169,1407,1 ,1 
169,1427,1 ,1 
169,1525,1 ,1 
169,1529,1 ,1 
169,1571,1 ,1 
169,1588,1 ,1 
169,1794,1 ,1 
169,1860,1 ,1 
169,1865,1 ,1 
169,1890,1 ,1 
169,1892,1 ,1 
169,1976,1 ,1 
169,2001,1 ,1 
169,2022,1 ,1 
169,2064,1 ,1 
169,2080,1 ,1 
169,2100,1 ,1 
169,2151,1 ,1 
169,2929,1 ,1 
169,3965,1 ,1 
169,10573,1 ,1 
170,210,1 ,1 
170,1413,1 ,1 
170,2174,1 ,1 
172,22,1 ,1 
172,36,1 ,1 
172,78,1 ,1 
172,83,1 ,1 
172,127,1 ,1 
172,133,1 ,1 
172,143,1 ,1 
172,147,1 ,1 
172,149,1 ,1 
172,165,1 ,1 
172,166,1 ,1 
172,167,1 ,1 
172,184,1 ,1 
172,200,1 ,1 
172,209,1 ,1 
172,239,1 ,1 
172,243,1 ,1 
172,254,1 ,1 
172,261,1 ,1 
172,270,1 ,1 
172,290,1 ,1 
172,293,1 ,1 
172,310,1 ,1 
172,319,1 ,1 
172,355,1 ,1 
172,399,1 ,1 
172,424,1 ,1 
172,450,1 ,1 
172,536,1 ,1 
172,556,1 ,1 
172,578,1 ,1 
172,634,1 ,1 
172,643,1 ,1 
172,671,1 ,1 
172,679,1 ,1 
172,702,1 ,1 
172,707,1 ,1 
172,710,1 ,1 
172,756,1 ,1 
172,783,1 ,1 
172,818,1 ,1 
172,840,1 ,1 
172,966,1 ,1 
172,972,1 ,1 
172,996,1 ,1 
172,1013,1 ,1 
172,1087,1 ,1 
172,1105,1 ,1 
172,1145,1 ,1 
172,1187,1 ,1 
172,1196,1 ,1 
172,1369,1 ,1 
172,1416,1 ,1 
172,1423,1 ,1 
172,1432,1 ,1 
172,1453,1 ,1 
172,1489,1 ,1 
172,1567,2 ,1 
172,1636,2 ,1 
172,1656,2 ,1 
172,1767,2 ,1 
172,1866,2 ,1 
172,1876,2 ,1 
172,1890,2 ,1 
172,1979,2 ,1 
172,1991,2 ,1 
172,2199,2 ,1 
172,2352,2 ,1 
172,2366,2 ,1 
172,2476,2 ,1 
172,2579,3 ,1 
172,2646,3 ,1 
172,2649,3 ,1 
172,2680,3 ,1 
172,2887,3 ,1 
172,2899,3 ,1 
172,3043,3 ,1 
172,3720,3 ,1 
172,3774,3 ,1 
172,4123,3 ,1 
172,4261,3 ,1 
172,5707,3 ,1 
172,10554,3 ,1 
173,4490,3 ,1 
175,218,3 ,1 
175,1264,3 ,1 
175,2430,3 ,1 
175,2556,3 ,1 
175,3009,3 ,1 
177,64,3 ,1 
177,85,3 ,1 
177,140,3 ,1 
177,169,3 ,1 
177,170,3 ,1 
177,181,3 ,1 
177,189,3 ,1 
177,261,3 ,1 
177,279,3 ,1 
177,517,3 ,1 
177,584,3 ,1 
177,728,3 ,1 
177,781,3 ,1 
177,841,3 ,1 
177,863,3 ,1 
177,896,3 ,1 
177,919,3 ,1 
177,996,3 ,1 
177,1025,3 ,1 
177,1029,3 ,1 
177,1196,3 ,1 
177,1274,3 ,1 
177,1326,3 ,1 
177,1350,3 ,1 
177,1365,3 ,1 
177,1463,3 ,1 
177,1578,3 ,1 
177,1663,3 ,1 
177,1702,3 ,1 
177,1855,3 ,1 
177,1947,3 ,1 
177,2141,3 ,1 
177,2385,3 ,1 
177,2400,3 ,1 
177,2408,3 ,1 
177,2410,3 ,1 
177,2442,3 ,1 
177,2634,3 ,1 
177,2740,3 ,1 
177,2865,3 ,1 
177,3362,3 ,1 
177,3409,3 ,1 
177,3798,3 ,1 
178,236,3 ,1 
178,1366,3 ,1 
178,4449,3 ,1 
178,10296,3 ,1 
180,271,3 ,1 
180,280,3 ,1 
180,1053,3 ,1 
180,1240,3 ,1 
180,1746,3 ,1 
180,2093,3 ,1 
180,2847,3 ,1 
180,2880,3 ,1 
180,11763,3 ,1 
182,296,3 ,1 
182,434,3 ,1 
182,515,3 ,1 
182,730,3 ,1 
182,1684,3 ,1 
182,1756,3 ,1 
182,2049,3 ,1 
182,2125,3 ,1 
182,2188,3 ,1 
182,2190,3 ,1 
182,2395,3 ,1 
182,2519,3 ,1 
182,2526,3 ,1 
182,2792,4 ,1 
182,3219,4 ,1 
182,6871,4 ,1 
184,37,4 ,1 
184,126,4 ,1 
184,283,4 ,1 
184,342,4 ,1 
184,635,4 ,1 
184,668,4 ,1 
184,671,4 ,1 
184,714,4 ,1 
184,733,4 ,1 
184,863,4 ,1 
184,974,4 ,1 
184,1100,4 ,1 
184,1521,4 ,1 
184,2148,4 ,1 
184,2183,4 ,1 
184,2366,4 ,1 
184,2960,4 ,1 
185,2092,4 ,1 
188,1277,4 ,1 
188,2019,4 ,1 
195,364,4 ,1 
195,1231,4 ,1 
195,1387,4 ,1 
196,4468,4 ,1 
198,12,4 ,1 
198,395,4 ,1 
198,409,4 ,1 
198,524,4 ,1 
198,678,4 ,1 
198,722,4 ,1 
198,815,4 ,1 
198,992,4 ,1 
198,1094,4 ,1 
198,1152,4 ,1 
198,2084,4 ,1 
198,2559,4 ,1 
198,2848,4 ,1 
198,3516,3 ,1 
198,3735,3 ,1 
198,4453,3 ,1 
198,4509,1 ,1 
198,5044,3 ,1 
198,7014,1 ,2 
198,7666,1 ,2 
198,12061,1 ,2 
199,119,1 ,2 
199,186,1 ,2 
199,283,1 ,2 
199,307,1 ,2 
199,358,1 ,2 
199,422,1 ,2 
199,476,1 ,2 
199,666,1 ,2 
199,689,1 ,2 
199,884,1 ,2 
199,1186,1 ,2 
199,1521,1 ,2 
199,2183,1 ,2 
199,3040,1 ,2 
199,5202,1 ,2 
200,165,1 ,2 
200,168,1 ,2 
200,184,1 ,2 
200,263,1 ,2 
200,267,1 ,2 
200,272,1 ,2 
200,293,1 ,2 
200,299,1 ,2 
200,307,1 ,2 
200,350,1 ,2 
200,356,1 ,2 
200,358,1 ,2 
200,476,1 ,2 
200,502,1 ,2 
200,518,1 ,2 
200,606,1 ,2 
200,696,1 ,2 
200,701,1 ,2 
200,792,1 ,2 
200,808,1 ,2 
200,855,1 ,2 
200,862,1 ,2 
200,884,1 ,2 
200,936,1 ,2 
200,950,1 ,2 
200,1017,1 ,2 
200,1168,1 ,2 
200,1174,1 ,2 
200,1186,1 ,2 
200,1203,1 ,2 
200,1219,1 ,2 
200,1383,1 ,2 
200,1411,1 ,2 
200,1432,1 ,2 
200,1609,1 ,2 
200,1642,1 ,2 
200,1675,1 ,2 
200,1676,1 ,2 
200,1786,1 ,2 
200,1839,1 ,2 
200,1850,1 ,2 
200,1871,1 ,2 
200,1952,1 ,2 
200,1977,1 ,2 
200,2004,1 ,2 
200,2026,1 ,2 
200,2050,1 ,2 
200,2062,1 ,2 
200,2065,1 ,2 
200,2095,1 ,2 
200,2097,1 ,2 
200,2099,1 ,2 
200,2115,1 ,2 
200,2130,1 ,2 
200,2147,1 ,2 
200,2148,1 ,2 
200,2181,1 ,2 
200,2183,1 ,2 
200,2235,1 ,2 
